"review_id","app_id","user_id","app_name","category","app_version","platform","device_model","country","review_date","rating","review_text","sentiment_label","review_length_words","helpful_votes","total_votes","verified_user","subscription_user","in_app_purchase","app_price","app_size_mb","download_count","daily_active_users","monthly_active_users","session_duration_min","crash_count","update_frequency_days","developer_reply","response_time_hours","retention_7d","retention_30d","churn_probability","language","os_version","network_type"
"1451","1055","320206","HealthPlus","Education","1.0","Android","Samsung S23","USA","2022-04-14 04:17:31.653924942","5","Highly recommend this app. Works perfectly.","positive","6","6","7","0","0","1","34.71","218.07","2261900","192288","844802","11.38","1","44","0","0","0.468","0.363","0.452","English","Android 14","5G"
"1460","1863","739754","HealthPlus","Education","2.5","Android","OnePlus 11","UK","2024-01-17 02:42:47.748299837","3","Average app. Nothing special.","neutral","4","5","12","0","1","0","38.26","447.71","1048407","10631","61580","53.65","0","155","0","0","0.646","0.414","0.235","English","Android 14","WiFi"
"1462","1368","106383","HealthPlus","Health","2.5","Android","Pixel 8","India","2024-10-18 04:20:31.048041344","4","Highly recommend this app. Works perfectly.","positive","6","6","10","0","1","0","30.77","424.02","2430894","246553","585026","1.53","2","71","0","0","0.158","0.302","0.747","English","Android 13","5G"
"1470","1454","386009","HealthPlus","Gaming","1.0","Android","OnePlus 11","Germany","2019-01-05 13:15:06.732507229","4","Amazing experience. Exceeded my expectations.","positive","5","3","8","0","0","0","31.46","449.48","4048551","10922","1888637","23.91","4","152","1","13.53","0.174","0.397","0.268","German","Android 14","4G"
"1472","1513","567745","HealthPlus","Health","3.0","Android","OnePlus 11","Canada","2019-12-04 04:45:59.302440882","5","Fantastic performance. Very intuitive and useful.","positive","6","3","9","1","1","0","12.97","217.47","1074038","21709","171459","104.32","1","29","0","0","0.683","0.109","0.067","French","Android 13","5G"
"1475","1059","550595","HealthPlus","Finance","3.0","Android","Samsung S23","India","2020-05-03 19:29:52.048655272","2","App keeps crashing and is full of bugs.","negative","8","3","16","1","0","1","45.93","368.97","4502887","322077","890048","56.41","0","12","1","68.52","0.862","0.599","0.721","English","Android 14","4G"
"1476","1666","193836","HealthPlus","Health","1.0","iOS","iPhone 14","USA","2020-06-26 13:01:33.076470375","1","Slow performance and poor usability.","negative","5","5","12","1","0","0","45.47","116.15","4317800","286133","1503112","14.22","1","124","0","0","0.293","0.526","0.205","English","iOS 16","4G"
"1478","1280","385805","HealthPlus","Finance","2.5","iOS","iPhone 14","USA","2021-10-31 16:33:43.396992922","3","Fair performance.","neutral","2","5","12","1","1","0","2.55","273.92","2082569","392265","1207206","65.46","1","155","0","0","0.322","0.446","0.747","English","iOS 17","4G"
"1488","1323","575077","HealthPlus","Social","1.0","Android","Pixel 8","Germany","2024-10-27 23:08:58.971462727","5","Absolutely love this app. Smooth experience and great features.","positive","9","4","9","0","1","1","26.76","439.0","3719080","174477","584479","105.61","2","68","1","31.21","0.513","0.403","0.643","German","Android 14","5G"
"1500","1636","197393","HealthPlus","Finance","3.0","Android","Samsung S23","UK","2019-08-03 20:50:24.606705189","1","App keeps crashing and is full of bugs.","negative","8","6","7","1","1","0","11.68","157.29","4404293","195631","1897780","84.18","0","37","1","45.4","0.211","0.641","0.523","English","Android 14","4G"
"1504","1949","820297","HealthPlus","Social","1.0","Android","Pixel 8","USA","2021-03-10 03:50:34.186353922","3","Average app. Nothing special.","neutral","4","4","12","1","1","0","42.63","407.11","1622727","250822","1786036","48.96","0","153","0","0","0.833","0.446","0.845","English","Android 13","4G"
"1508","1135","163448","HealthPlus","Education","1.0","iOS","iPhone 14","India","2022-12-10 08:02:01.551146030","1","Slow performance and poor usability.","negative","5","3","11","1","1","1","22.3","298.47","2752739","100530","228625","80.91","2","12","1","5.95","0.787","0.8","0.027","English","iOS 16","WiFi"
"1509","1894","310593","HealthPlus","Finance","1.0","Android","Samsung S23","Germany","2020-06-15 13:07:43.453497171","5","Fantastic performance. Very intuitive and useful.","positive","6","3","10","0","1","0","5.76","499.44","4161631","87967","1832482","104.37","3","93","1","26.58","0.174","0.085","0.308","German","Android 13","WiFi"
"1515","1629","984674","HealthPlus","Finance","1.0","iOS","iPhone 14","USA","2024-02-29 02:17:01.414127588","1","Very disappointing experience. Needs improvement.","negative","5","2","6","0","0","1","44.92","328.04","873399","401659","1876734","96.5","1","149","0","0","0.299","0.698","0.274","English","iOS 16","5G"
"1517","1627","818144","HealthPlus","Education","2.0","Android","Samsung S23","Canada","2022-05-10 17:00:45.195293665","3","Average app. Nothing special.","neutral","4","6","11","1","1","1","41.92","50.87","4502638","122632","1981810","111.37","3","60","1","8.97","0.576","0.723","0.737","French","Android 14","5G"
"1522","1470","539540","HealthPlus","Social","1.2","Android","OnePlus 11","Canada","2021-11-17 13:29:50.833276510","1","Slow performance and poor usability.","negative","5","5","6","1","0","1","32.46","67.06","4211314","325270","819252","53.65","1","19","0","0","0.32","0.606","0.058","French","Android 14","4G"
"1523","1647","994727","HealthPlus","Education","3.0","Android","Samsung S23","UK","2019-05-21 01:29:43.415035248","4","Amazing experience. Exceeded my expectations.","positive","5","7","10","1","0","1","41.46","104.4","1768118","18810","1304274","118.04","6","97","1","11.76","0.207","0.325","0.528","English","Android 14","WiFi"
"1530","1805","423200","HealthPlus","Health","2.5","Android","Pixel 8","USA","2021-05-21 13:29:29.023754358","1","Slow performance and poor usability.","negative","5","5","12","1","0","1","46.07","122.62","3196539","453876","1450417","94.28","2","119","1","48.96","0.534","0.613","0.231","English","Android 13","4G"
"1531","1530","564392","HealthPlus","Finance","2.0","Android","Samsung S23","India","2020-11-23 22:22:34.151000261","1","Slow performance and poor usability.","negative","5","7","13","1","0","1","41.76","486.86","1886099","40232","1588583","100.07","0","137","0","0","0.333","0.747","0.116","English","Android 14","4G"
"1535","1159","589492","HealthPlus","Education","1.2","Android","Samsung S23","UK","2022-09-08 19:41:37.820199013","1","Waste of time. Doesn't work properly.","negative","6","8","12","0","1","1","20.79","393.87","3026025","356641","1240947","2.25","1","39","1","28.44","0.122","0.136","0.095","English","Android 13","WiFi"
"1536","1194","840621","HealthPlus","Finance","2.0","Android","Pixel 8","India","2023-07-30 17:34:58.731633663","4","Fantastic performance. Very intuitive and useful.","positive","6","1","7","0","1","0","8.38","102.5","2564216","235098","285515","115.14","2","38","0","0","0.325","0.277","0.094","English","Android 14","4G"
"1537","1740","952961","HealthPlus","Gaming","2.5","Android","OnePlus 11","India","2024-07-25 01:29:59.581609964","4","Absolutely love this app. Smooth experience and great features.","positive","9","3","10","1","1","1","11.51","488.11","4916505","207761","403140","5.79","2","122","0","0","0.851","0.6","0.131","English","Android 13","5G"
"1555","1470","817981","HealthPlus","Gaming","1.0","Android","Samsung S23","Germany","2022-01-27 08:10:02.455890417","2","Slow performance and poor usability.","negative","5","6","5","1","0","0","30.84","324.41","851395","342372","1236335","89.86","2","95","0","0","0.382","0.182","0.888","German","Android 13","4G"
"1561","1932","631901","HealthPlus","Health","3.0","Android","OnePlus 11","USA","2022-05-20 23:57:36.121555805","3","Fair performance.","neutral","2","6","13","1","1","0","2.97","448.67","1195413","338584","1624252","35.77","1","133","1","45.18","0.379","0.241","0.177","English","Android 13","4G"
"1566","1993","754574","HealthPlus","Education","2.5","Android","Samsung S23","USA","2024-11-13 01:34:07.362016439","3","Average app. Nothing special.","neutral","4","6","13","1","0","0","14.13","308.61","969815","96630","1108700","36.89","1","25","0","0","0.885","0.258","0.674","English","Android 13","5G"
"1572","1269","208575","HealthPlus","Gaming","3.0","Android","OnePlus 11","Germany","2020-12-24 01:35:58.795813084","2","Waste of time. Doesn't work properly.","negative","6","6","8","0","1","0","41.22","357.13","477866","385383","495851","84.2","1","160","1","35.83","0.459","0.318","0.707","German","Android 13","4G"
"1580","1779","870536","HealthPlus","Education","2.0","Android","OnePlus 11","UK","2023-08-26 18:13:25.103640556","2","Very disappointing experience. Needs improvement.","negative","5","10","12","0","1","0","38.78","230.49","1133728","151180","1977353","91.15","0","111","1","33.05","0.853","0.727","0.627","English","Android 14","5G"
"1587","1134","170137","HealthPlus","Social","2.5","Android","Pixel 8","UK","2019-11-29 02:04:30.735769510","2","Very disappointing experience. Needs improvement.","negative","5","11","6","1","0","1","3.8","243.84","761969","45406","1966979","29.93","1","59","0","0","0.489","0.063","0.777","English","Android 14","WiFi"
"1590","1951","593634","HealthPlus","Health","2.0","Android","Pixel 8","India","2023-06-14 16:09:04.220705032","5","Highly recommend this app. Works perfectly.","positive","6","1","12","1","1","0","23.72","77.89","945575","314858","1579269","109.71","1","88","0","0","0.545","0.357","0.267","English","Android 14","5G"
"1592","1207","227681","HealthPlus","Gaming","2.0","Android","Samsung S23","Canada","2019-10-30 16:47:54.042846680","1","Not satisfied. Too many issues.","negative","5","5","11","0","1","0","8.09","301.66","1884418","198503","1223653","62.95","3","159","1","55.3","0.161","0.479","0.714","English","Android 13","WiFi"
"1602","1744","749433","HealthPlus","Gaming","2.5","Android","Pixel 8","India","2020-08-24 20:56:09.760052919","1","Slow performance and poor usability.","negative","5","4","11","1","0","1","5.68","98.03","1360849","18757","120350","36.58","2","61","0","0","0.581","0.24","0.238","English","Android 13","5G"
"1603","1212","173258","HealthPlus","Social","2.5","Android","Pixel 8","USA","2019-07-06 15:33:32.441735744","5","Absolutely love this app. Smooth experience and great features.","positive","9","8","4","0","0","1","6.33","390.75","1193874","14841","101695","48.84","0","7","1","28.17","0.354","0.066","0.787","English","Android 13","WiFi"
"1606","1405","604782","HealthPlus","Gaming","3.0","Android","OnePlus 11","Canada","2022-12-08 08:16:59.982902050","5","Amazing experience. Exceeded my expectations.","positive","5","5","5","0","0","1","36.7","454.21","3130706","80894","571823","81.3","0","98","1","50.65","0.169","0.144","0.096","English","Android 13","4G"
"1615","1643","761001","HealthPlus","Finance","2.5","Android","OnePlus 11","Canada","2019-07-12 11:22:13.287428856","3","Decent features but needs improvement.","neutral","5","5","8","1","1","1","15.55","219.29","3773486","5552","24120","87.26","4","101","0","0","0.203","0.563","0.547","French","Android 14","4G"
"1618","1236","302429","HealthPlus","Education","3.0","iOS","iPhone 14","Canada","2019-09-24 15:52:01.553460121","3","Fair performance.","neutral","2","5","15","0","1","0","35.56","151.01","3677984","493754","632283","85.19","2","136","0","0","0.238","0.376","0.5","English","iOS 17","4G"
"1622","1825","795905","HealthPlus","Finance","2.0","Android","Pixel 8","Germany","2022-06-05 14:53:39.513826132","1","Not satisfied. Too many issues.","negative","5","2","6","0","0","1","8.37","281.9","102840","260464","1352826","10.13","1","176","0","0","0.192","0.585","0.426","German","Android 13","4G"
"1623","1035","421620","HealthPlus","Education","2.0","Android","Pixel 8","UK","2023-11-09 18:22:10.526718855","5","Fantastic performance. Very intuitive and useful.","positive","6","2","9","0","1","1","49.49","389.69","1447197","144036","1470816","15.15","1","51","1","45.36","0.192","0.396","0.671","English","Android 14","WiFi"
"1624","1813","454563","HealthPlus","Education","3.0","iOS","iPhone 14","USA","2023-10-26 21:05:48.209308147","4","Fantastic performance. Very intuitive and useful.","positive","6","5","9","0","1","1","0.4","176.47","2835568","442292","674731","88.95","0","33","0","0","0.72","0.401","0.728","English","iOS 16","WiFi"
"1642","1109","549354","HealthPlus","Finance","2.0","Android","OnePlus 11","India","2023-09-12 16:50:05.435303926","1","App keeps crashing and is full of bugs.","negative","8","1","6","0","0","1","29.59","473.93","1738721","266343","1575389","102.4","3","144","0","0","0.671","0.052","0.443","English","Android 14","WiFi"
"1643","1223","711433","HealthPlus","Social","1.0","Android","Pixel 8","UK","2020-01-09 18:00:40.371344328","5","Amazing experience. Exceeded my expectations.","positive","5","3","7","1","0","1","1.31","333.0","285386","126161","463918","23.03","2","8","1","50.07","0.193","0.315","0.544","English","Android 14","4G"
"1644","1754","441762","HealthPlus","Education","2.0","iOS","iPhone 14","Germany","2023-08-03 20:19:29.264138221","1","App keeps crashing and is full of bugs.","negative","8","0","10","1","1","0","17.88","382.53","452402","97763","1872982","23.02","2","34","0","0","0.705","0.595","0.442","German","iOS 16","WiFi"
"1649","1912","919841","HealthPlus","Social","1.0","Android","OnePlus 11","USA","2019-01-06 04:19:17.436556101","3","Okay experience overall.","neutral","3","4","11","0","0","1","5.06","84.01","4372307","64080","168344","109.33","0","90","1","19.26","0.829","0.277","0.59","English","Android 14","5G"
"1650","1325","324423","HealthPlus","Gaming","2.5","Android","Samsung S23","Canada","2024-02-25 10:31:27.458986759","4","Absolutely love this app. Smooth experience and great features.","positive","9","3","8","1","1","0","6.12","271.91","2845385","219299","934271","104.38","3","178","0","0","0.56","0.094","0.582","English","Android 13","WiFi"
"1651","1714","552962","HealthPlus","Finance","2.5","Android","Samsung S23","India","2020-12-03 07:33:32.151425838","4","Absolutely love this app. Smooth experience and great features.","positive","9","2","16","0","1","1","8.4","411.32","1779731","242241","590152","105.37","0","155","1","69.08","0.319","0.596","0.446","English","Android 14","WiFi"
"1656","1842","307024","HealthPlus","Finance","2.0","Android","Pixel 8","UK","2023-04-24 10:09:03.144882441","1","Not satisfied. Too many issues.","negative","5","6","14","1","1","1","31.68","354.09","4635155","482727","1275257","118.0","1","156","1","44.05","0.716","0.155","0.619","English","Android 14","5G"
"1664","1758","811547","HealthPlus","Finance","1.0","Android","OnePlus 11","India","2024-03-26 03:07:19.752084494","2","Waste of time. Doesn't work properly.","negative","6","4","8","0","1","1","32.42","144.64","3715304","411190","1428115","68.76","2","178","0","0","0.277","0.626","0.262","English","Android 14","5G"
"1665","1097","425449","HealthPlus","Education","1.0","Android","Pixel 8","Canada","2024-02-15 07:26:51.176263571","1","App keeps crashing and is full of bugs.","negative","8","5","23","1","1","1","18.68","307.35","1308984","270208","735644","117.63","2","17","0","0","0.579","0.069","0.317","French","Android 14","WiFi"
"1669","1628","386025","HealthPlus","Health","2.5","iOS","iPhone 14","Germany","2022-07-16 16:16:34.622658730","4","Great design and very helpful for daily tasks.","positive","8","6","14","0","1","1","1.41","355.74","1843611","16055","37399","69.9","1","67","0","0","0.126","0.149","0.731","German","iOS 17","5G"
"1675","1242","364816","HealthPlus","Health","1.2","Android","Samsung S23","Canada","2022-07-21 02:46:31.435896873","4","Fantastic performance. Very intuitive and useful.","positive","6","10","5","1","0","0","5.3","441.7","3881077","194307","610659","95.6","2","51","0","0","0.675","0.288","0.709","English","Android 13","4G"
"1676","1432","947670","HealthPlus","Health","2.0","Android","OnePlus 11","Canada","2022-09-17 21:52:49.591519594","2","Waste of time. Doesn't work properly.","negative","6","7","13","1","0","0","4.78","190.13","1890604","11311","1289562","113.55","2","128","1","61.38","0.253","0.668","0.59","French","Android 14","5G"
"1680","1772","187992","HealthPlus","Education","1.0","Android","Samsung S23","UK","2020-07-22 06:21:29.784483433","2","Waste of time. Doesn't work properly.","negative","6","3","12","0","0","1","32.81","405.49","1934913","476959","1247453","110.86","0","132","0","0","0.67","0.071","0.608","English","Android 14","5G"
"1683","1108","594426","HealthPlus","Social","2.5","Android","Pixel 8","Canada","2022-02-07 04:54:50.879089594","2","Slow performance and poor usability.","negative","5","11","9","1","1","1","12.04","347.97","434010","63697","256594","88.64","1","70","0","0","0.507","0.228","0.572","English","Android 13","5G"
"1685","1424","300841","HealthPlus","Gaming","2.0","iOS","iPhone 14","Germany","2024-07-24 23:42:12.051934719","1","Waste of time. Doesn't work properly.","negative","6","7","17","0","0","1","49.36","216.72","1293045","14337","264018","60.38","4","10","0","0","0.872","0.577","0.584","German","iOS 16","4G"
"1689","1200","164593","HealthPlus","Social","3.0","Android","Pixel 8","India","2021-02-13 14:01:03.168267965","2","Waste of time. Doesn't work properly.","negative","6","8","11","1","0","1","33.12","38.87","1576509","27254","1921548","78.02","2","148","1","39.81","0.673","0.112","0.041","English","Android 13","4G"
"1693","1448","953183","HealthPlus","Education","1.2","iOS","iPhone 14","UK","2022-06-25 08:33:01.375075817","4","Highly recommend this app. Works perfectly.","positive","6","5","9","1","1","0","23.73","420.99","214005","360990","1782770","93.11","3","115","1","52.36","0.896","0.545","0.276","English","iOS 17","4G"
"1695","1730","111364","HealthPlus","Social","1.2","Android","Samsung S23","Canada","2019-09-25 16:22:54.981181860","2","Very disappointing experience. Needs improvement.","negative","5","5","5","0","1","1","18.94","318.72","853521","96521","1665284","64.44","4","67","1","17.22","0.739","0.77","0.655","English","Android 14","4G"
"1698","1642","439024","HealthPlus","Gaming","2.5","iOS","iPhone 14","Canada","2023-09-14 20:41:48.345904350","2","App keeps crashing and is full of bugs.","negative","8","3","10","1","1","1","29.6","63.4","343532","197244","635576","8.99","1","179","1","69.66","0.564","0.071","0.092","French","iOS 17","4G"
"1699","1514","659204","HealthPlus","Gaming","2.0","Android","Samsung S23","UK","2021-07-26 19:47:26.172213554","5","Absolutely love this app. Smooth experience and great features.","positive","9","5","12","0","0","0","44.28","352.75","3414256","5195","21829","111.21","3","174","1","69.84","0.764","0.77","0.425","English","Android 13","5G"
"1708","1459","503807","HealthPlus","Social","3.0","iOS","iPhone 14","Canada","2021-04-21 06:29:12.551760435","1","App keeps crashing and is full of bugs.","negative","8","6","9","1","1","1","37.32","153.78","3217508","482989","1536038","100.25","1","22","0","0","0.305","0.573","0.545","French","iOS 17","WiFi"
"1714","1071","874691","HealthPlus","Health","1.0","Android","Pixel 8","USA","2024-08-28 13:18:51.202908516","5","Great design and very helpful for daily tasks.","positive","8","2","8","0","0","0","2.05","110.89","349223","263601","794408","9.61","3","134","0","0","0.148","0.242","0.03","English","Android 13","WiFi"
"1725","1059","196253","HealthPlus","Health","2.0","iOS","iPhone 14","India","2019-02-26 01:56:34.659079075","3","Fair performance.","neutral","2","8","10","1","0","0","24.05","478.67","1456494","207618","1219145","61.02","1","43","0","0","0.157","0.304","0.744","English","iOS 17","4G"
"1727","1840","322781","HealthPlus","Gaming","1.0","Android","OnePlus 11","UK","2022-10-01 06:07:11.030335426","2","Waste of time. Doesn't work properly.","negative","6","6","12","1","0","1","1.49","90.62","2967556","36559","221187","92.34","1","126","1","65.18","0.331","0.168","0.755","English","Android 14","5G"
"1732","1589","424526","HealthPlus","Education","3.0","iOS","iPhone 14","Germany","2023-04-26 22:05:56.893091679","3","Fair performance.","neutral","2","5","11","0","1","0","36.23","451.63","759205","26454","114061","42.87","2","174","0","0","0.317","0.477","0.883","German","iOS 16","5G"
"1738","1272","243642","HealthPlus","Gaming","2.5","iOS","iPhone 14","Canada","2024-07-03 04:36:27.271293402","5","Highly recommend this app. Works perfectly.","positive","6","3","5","0","0","0","24.25","220.65","4154894","194605","1412314","13.35","2","79","1","10.58","0.894","0.521","0.47","French","iOS 17","5G"
"1754","1432","444827","HealthPlus","Finance","1.0","Android","OnePlus 11","UK","2022-08-09 19:56:06.423968315","1","App keeps crashing and is full of bugs.","negative","8","5","8","1","1","1","27.04","122.79","1526788","338919","431169","68.42","2","76","1","39.47","0.479","0.621","0.71","English","Android 13","WiFi"
"1764","1962","287424","HealthPlus","Health","3.0","Android","Pixel 8","UK","2024-08-06 22:27:33.614961624","3","Average app. Nothing special.","neutral","4","6","11","1","0","1","43.57","279.3","228980","171422","625863","21.73","3","11","0","0","0.773","0.183","0.066","English","Android 13","WiFi"
"1773","1175","761065","HealthPlus","Social","1.2","Android","Pixel 8","UK","2020-09-14 01:37:06.906604767","4","Absolutely love this app. Smooth experience and great features.","positive","9","5","17","1","0","1","14.5","440.28","3500550","393696","1509666","33.14","0","116","0","0","0.325","0.532","0.204","English","Android 14","5G"
"1774","1922","890910","HealthPlus","Social","2.0","Android","Samsung S23","UK","2019-06-01 09:31:54.565063000","1","Very disappointing experience. Needs improvement.","negative","5","4","7","0","1","0","45.42","288.83","3338752","223654","612857","39.62","2","156","1","35.73","0.718","0.216","0.63","English","Android 13","5G"
"1778","1693","983840","HealthPlus","Social","2.5","Android","Samsung S23","India","2021-09-08 11:18:47.086347580","2","Not satisfied. Too many issues.","negative","5","6","12","0","1","1","47.58","410.2","4227876","166422","1769486","112.29","4","83","1","57.83","0.614","0.154","0.376","English","Android 14","WiFi"
"1779","1935","102408","HealthPlus","Social","1.0","Android","Samsung S23","Germany","2021-07-05 16:47:37.967536926","4","Amazing experience. Exceeded my expectations.","positive","5","8","8","0","1","1","10.07","440.15","3127854","57206","264083","118.98","1","151","1","23.06","0.258","0.429","0.308","German","Android 13","4G"
"1785","1187","157233","HealthPlus","Finance","2.0","iOS","iPhone 14","USA","2022-08-27 00:20:30.098215818","2","Slow performance and poor usability.","negative","5","3","10","1","1","0","22.31","274.9","4461381","292416","577415","34.98","2","148","0","0","0.22","0.762","0.849","English","iOS 17","WiFi"
"1790","1770","654990","HealthPlus","Gaming","2.0","iOS","iPhone 14","Canada","2024-11-03 07:11:54.556635141","3","It works fine for basic usage.","neutral","6","1","10","1","0","0","42.62","27.97","3416174","219935","812723","88.26","2","33","1","65.17","0.86","0.795","0.337","French","iOS 17","5G"
"1795","1475","358394","HealthPlus","Gaming","1.2","Android","OnePlus 11","India","2024-10-14 09:47:27.659422874","5","Highly recommend this app. Works perfectly.","positive","6","5","10","1","0","0","25.77","466.0","2773090","62620","1978359","84.02","2","167","0","0","0.241","0.45","0.732","English","Android 14","4G"
"1797","1491","718477","HealthPlus","Gaming","1.0","Android","Samsung S23","USA","2021-01-11 08:53:27.119281292","2","Very disappointing experience. Needs improvement.","negative","5","7","12","0","0","0","20.25","192.71","1051298","256482","1310352","47.34","3","41","1","38.23","0.239","0.565","0.465","English","Android 13","4G"
"1818","1223","426803","HealthPlus","Education","1.0","Android","OnePlus 11","UK","2023-03-05 14:57:00.216375113","4","Highly recommend this app. Works perfectly.","positive","6","8","7","1","0","0","1.18","354.75","3355010","39512","782089","19.43","0","141","0","0","0.808","0.348","0.079","English","Android 13","5G"
"1820","1483","915225","HealthPlus","Gaming","1.2","Android","Pixel 8","Germany","2020-12-17 00:18:13.067498922","5","Highly recommend this app. Works perfectly.","positive","6","3","8","0","1","0","22.28","421.02","4175539","70999","1224575","72.32","1","62","1","8.04","0.699","0.246","0.767","German","Android 13","5G"
"1822","1802","163354","HealthPlus","Gaming","1.0","iOS","iPhone 14","Canada","2023-05-08 03:27:38.112281799","5","Fantastic performance. Very intuitive and useful.","positive","6","8","13","1","1","1","1.46","134.19","3769387","293767","1437225","70.66","1","173","1","44.48","0.387","0.176","0.099","English","iOS 16","5G"
"1832","1376","782868","HealthPlus","Gaming","1.2","Android","OnePlus 11","Germany","2024-01-06 04:50:40.449731112","2","Not satisfied. Too many issues.","negative","5","5","5","1","0","0","31.59","261.55","3327299","151427","211579","82.4","1","83","1","54.94","0.342","0.53","0.186","German","Android 13","5G"
"1833","1800","414217","HealthPlus","Finance","1.2","Android","Samsung S23","USA","2023-03-01 12:50:58.288964748","1","App keeps crashing and is full of bugs.","negative","8","4","7","0","0","1","7.14","378.87","4665148","433888","1146146","4.07","0","171","1","49.21","0.803","0.419","0.359","English","Android 13","WiFi"
"1834","1405","330858","HealthPlus","Health","2.5","iOS","iPhone 14","UK","2022-03-07 06:57:53.939405441","1","Not satisfied. Too many issues.","negative","5","3","9","0","0","1","26.3","198.12","333810","52519","1103829","110.53","2","107","0","0","0.758","0.068","0.362","English","iOS 17","5G"
"1837","1506","168096","HealthPlus","Education","2.0","Android","OnePlus 11","India","2024-07-03 20:17:16.118747950","2","Very disappointing experience. Needs improvement.","negative","5","7","12","0","1","0","7.64","147.36","3448520","422500","488782","60.64","1","34","0","0","0.468","0.344","0.022","English","Android 14","WiFi"
"1839","1997","728747","HealthPlus","Gaming","2.0","Android","OnePlus 11","UK","2024-08-19 16:11:09.084786654","2","Not satisfied. Too many issues.","negative","5","3","12","1","0","0","31.22","140.4","2583309","50958","115265","38.12","1","157","1","63.8","0.529","0.504","0.588","English","Android 14","4G"
"1840","1738","829456","HealthPlus","Health","3.0","Android","OnePlus 11","India","2023-02-01 07:58:44.146029472","2","Very disappointing experience. Needs improvement.","negative","5","8","14","0","0","1","6.8","156.41","4572258","459774","1079286","93.22","4","14","1","33.93","0.669","0.108","0.197","English","Android 14","4G"
"1843","1758","239682","HealthPlus","Education","3.0","Android","OnePlus 11","Canada","2024-05-09 04:38:41.084809303","1","Waste of time. Doesn't work properly.","negative","6","6","10","0","1","0","14.55","438.57","4876477","63007","297871","26.33","2","28","0","0","0.761","0.206","0.143","English","Android 14","4G"
"1846","1093","210839","HealthPlus","Education","1.0","iOS","iPhone 14","UK","2019-05-24 15:47:18.154783249","5","Highly recommend this app. Works perfectly.","positive","6","1","12","1","0","1","47.9","24.88","3270426","246393","723141","32.23","4","54","0","0","0.441","0.51","0.541","English","iOS 16","WiFi"
"1851","1580","707133","HealthPlus","Gaming","1.0","Android","OnePlus 11","Canada","2023-08-01 21:20:07.558092117","5","Absolutely love this app. Smooth experience and great features.","positive","9","3","10","0","0","1","36.93","404.37","1632187","1602","1753177","111.58","5","60","1","40.71","0.671","0.516","0.627","French","Android 14","WiFi"
"1854","1331","704138","HealthPlus","Gaming","2.0","Android","OnePlus 11","Canada","2022-10-16 16:13:35.141076326","5","Absolutely love this app. Smooth experience and great features.","positive","9","3","8","1","0","0","12.42","480.08","1055004","248739","1407820","52.92","1","155","1","53.0","0.797","0.608","0.654","French","Android 14","4G"
"1855","1371","991751","HealthPlus","Social","1.2","Android","Samsung S23","India","2019-12-20 15:35:04.299003839","4","Absolutely love this app. Smooth experience and great features.","positive","9","6","9","0","0","0","9.1","72.1","1797429","220323","1318147","12.65","1","177","1","10.01","0.79","0.056","0.064","English","Android 13","5G"
"1860","1939","413900","HealthPlus","Health","3.0","Android","OnePlus 11","UK","2023-01-15 22:33:44.047246933","5","Absolutely love this app. Smooth experience and great features.","positive","9","3","9","1","0","1","47.85","181.32","3465403","323250","1170736","12.08","1","26","0","0","0.827","0.082","0.814","English","Android 14","WiFi"
"1861","1515","316645","HealthPlus","Gaming","1.0","Android","Samsung S23","India","2023-10-25 04:28:18.279718637","3","Average app. Nothing special.","neutral","4","5","11","1","0","0","29.76","16.47","265499","137749","1352718","79.22","1","178","1","39.72","0.612","0.783","0.561","English","Android 13","WiFi"
"1867","1048","904730","HealthPlus","Gaming","2.0","Android","Samsung S23","UK","2021-01-12 22:04:36.854064465","4","Fantastic performance. Very intuitive and useful.","positive","6","7","5","0","0","0","16.9","366.59","1262425","83191","1370098","75.03","1","66","0","0","0.88","0.435","0.743","English","Android 14","WiFi"
"1868","1289","760094","HealthPlus","Education","3.0","iOS","iPhone 14","Canada","2022-07-31 13:50:24.841262102","1","Slow performance and poor usability.","negative","5","4","13","1","1","1","11.83","279.69","3844485","475508","1649484","90.13","2","172","1","38.27","0.475","0.342","0.111","French","iOS 17","WiFi"
"1871","1663","155109","HealthPlus","Finance","1.0","Android","Samsung S23","USA","2022-06-02 14:25:31.113702536","1","Very disappointing experience. Needs improvement.","negative","5","6","8","1","0","0","28.6","197.85","67363","34516","1291898","113.96","1","147","1","61.12","0.771","0.583","0.867","English","Android 14","5G"
"1872","1505","343038","HealthPlus","Health","1.2","iOS","iPhone 14","India","2021-09-14 03:34:59.399593115","3","Okay experience overall.","neutral","3","8","4","1","0","0","41.9","345.08","477543","92607","705951","60.45","0","93","0","0","0.681","0.634","0.424","English","iOS 16","4G"
"1880","1000","718440","HealthPlus","Finance","2.5","Android","Samsung S23","Canada","2021-10-16 22:44:12.695074081","5","Absolutely love this app. Smooth experience and great features.","positive","9","4","11","0","1","1","40.52","431.01","4646339","68363","1876784","105.06","3","77","0","0","0.52","0.669","0.41","English","Android 14","5G"
"1883","1365","624429","HealthPlus","Education","2.0","Android","Samsung S23","India","2023-06-21 22:57:06.821924686","2","Waste of time. Doesn't work properly.","negative","6","6","8","0","0","0","43.85","414.51","2191333","122175","667413","56.23","1","156","0","0","0.847","0.435","0.353","English","Android 14","WiFi"
